Index,soc5_title,title_name,normalized,
16522,"Grinding and Polishing Workers, Hand",Product Finishers,Finisher,
16523,"Grinding and Polishing Workers, Hand",Deburrers,not available,
16524,"Grinding and Polishing Workers, Hand",Buffers,not available,
16525,"Grinding and Polishing Workers, Hand",Manufacturers,Manufacturing Specialist,
16526,"Grinding and Polishing Workers, Hand",Pipefitters,Pipefitter,
16527,"Grinding and Polishing Workers, Hand",Painters/Sandblasters,not available,
16528,"Grinding and Polishing Workers, Hand",Wheel Mechanics,Wheeled Vehicle Mechanic,
16529,"Grinding and Polishing Workers, Hand",Filers,not available,
16530,"Grinding and Polishing Workers, Hand",Openers,not available,
16531,"Grinding and Polishing Workers, Hand",Tool Hands,Tooling Manager,
16532,"Grinding and Polishing Workers, Hand",Fabric Cutters,Cutter,
16533,"Grinding and Polishing Workers, Hand",Fiberglass Technicians,Fiber Technician,
16534,"Grinding and Polishing Workers, Hand",Finishing Technicians,Finisher,
16535,"Grinding and Polishing Workers, Hand",Aircraft Managers,not available,
16536,"Mixing and Blending Machine Setters, Operators, and Tenders",Compounders,Compounder,
16537,"Mixing and Blending Machine Setters, Operators, and Tenders",Mixers,not available,
16538,"Mixing and Blending Machine Setters, Operators, and Tenders",Blending Operators,Blender Operator,
16539,"Mixing and Blending Machine Setters, Operators, and Tenders",Blenders,Blender Operator,
16540,"Mixing and Blending Machine Setters, Operators, and Tenders",Mixer Operators,Security Operations Center Operator,
16541,"Mixing and Blending Machine Setters, Operators, and Tenders",Color Mixers,not available,
16542,"Mixing and Blending Machine Setters, Operators, and Tenders",Blender Operators,Blender Operator,
16543,"Mixing and Blending Machine Setters, Operators, and Tenders",Blending Technicians,not available,
16544,"Mixing and Blending Machine Setters, Operators, and Tenders",Chemical Mixers,Chemical Technician,
16545,"Mixing and Blending Machine Setters, Operators, and Tenders",Formulation Technicians,Service Technician,
16546,"Mixing and Blending Machine Setters, Operators, and Tenders",Chemical Blenders,Blender Operator,
16547,"Mixing and Blending Machine Setters, Operators, and Tenders",Operator Specialists,not available,
16548,"Mixing and Blending Machine Setters, Operators, and Tenders",Paint Mixers,Paint Associate,
16549,"Mixing and Blending Machine Setters, Operators, and Tenders",Compounding Managers,Compounder,
16550,"Mixing and Blending Machine Setters, Operators, and Tenders",Mixing Operators,Blender Operator,
16551,"Mixing and Blending Machine Setters, Operators, and Tenders",Powder Coaters,not available,
16552,"Mixing and Blending Machine Setters, Operators, and Tenders",Batch Mixers,not available,
16553,"Mixing and Blending Machine Setters, Operators, and Tenders",Line Attendants,Attendant,
16554,"Mixing and Blending Machine Setters, Operators, and Tenders",Flavorists,not available,
16555,"Mixing and Blending Machine Setters, Operators, and Tenders",Batchers,not available,
16556,"Mixing and Blending Machine Setters, Operators, and Tenders",Sound Designers/Mixers,not available,
16557,"Mixing and Blending Machine Setters, Operators, and Tenders",Makers,not available,
16558,"Mixing and Blending Machine Setters, Operators, and Tenders",Washwheel-Tumbler Operators,not available,
16559,"Mixing and Blending Machine Setters, Operators, and Tenders",Sound Mixers,not available,
16560,"Mixing and Blending Machine Setters, Operators, and Tenders",Transload Operators,not available,
16561,"Cutters and Trimmers, Hand",Embroidery Operators,Security Operations Center Operator,
16562,"Cutters and Trimmers, Hand",Wire Cutters,Cutter,
16563,"Cutters and Trimmers, Hand",Fabric Cutters,Cutter,
16564,"Cutters and Trimmers, Hand",Fabricators,Fabricator,
16565,"Cutters and Trimmers, Hand",Cutters,Cutter,
16566,"Cutters and Trimmers, Hand",Cutter Operators,Cutter,
16567,"Cutters and Trimmers, Hand",Fruit Experts,not available,
16568,"Cutters and Trimmers, Hand",Sample Managers,Sample Manager,
16569,"Cutters and Trimmers, Hand",Shippers,Shipper,
16570,"Cutters and Trimmers, Hand",Line Operators,Line Operator,
16571,"Cutters and Trimmers, Hand",Advertising Managers,Advertising Manager,
16572,"Cutters and Trimmers, Hand",Sawyers,not available,
16573,"Cutters and Trimmers, Hand",Barbacks,Bar Staff,
16574,"Cutters and Trimmers, Hand",IT Operators,not available,
16575,"Cutters and Trimmers, Hand",Packagers,Packager,
16576,"Cutters and Trimmers, Hand",Shift Operators,Shift Manager,
16577,"Cutters and Trimmers, Hand",Composite Fabricators,Fabricator,
16578,"Cutters and Trimmers, Hand",Glass Cutters,Cutter,
16579,"Cutters and Trimmers, Hand",Sheet Metal Mechanics,Sheet Metal Mechanic,
16580,"Cutters and Trimmers, Hand",Machine Operators/Fabricators,not available,
16581,"Cutters and Trimmers, Hand",Mechanical Conveyor Installers,Installer,
16582,"Cutters and Trimmers, Hand",Regional Commodity Managers,Commodity Manager,
16583,"Cutters and Trimmers, Hand",Offline Editors,Managing Editor,
16584,"Cutters and Trimmers, Hand",Production Teams,Production Specialist,
16585,"Cutters and Trimmers, Hand",Flowback Operators,Merchandise Flow Team Member,
16586,"Cutting and Slicing Machine Setters, Operators, and Tenders",Saw Operators,Saw Operator,
16587,"Cutting and Slicing Machine Setters, Operators, and Tenders",Die Cutter Operators,Cutter,
16588,"Cutting and Slicing Machine Setters, Operators, and Tenders",Mobile Managers,Mobilization Manager,
16589,"Cutting and Slicing Machine Setters, Operators, and Tenders",Band Saw Operators,Saw Operator,
16590,"Cutting and Slicing Machine Setters, Operators, and Tenders",Cutters,Cutter,
16591,"Cutting and Slicing Machine Setters, Operators, and Tenders",Cutter Operators,Cutter,
16592,"Cutting and Slicing Machine Setters, Operators, and Tenders",Warehouse Laborers,Warehouse Worker,
16593,"Cutting and Slicing Machine Setters, Operators, and Tenders",CNC Saw Operators,Saw Operator,
16594,"Cutting and Slicing Machine Setters, Operators, and Tenders",Sheeter Operators,Sheet Metal Mechanic,
16595,"Cutting and Slicing Machine Setters, Operators, and Tenders",Machine Operators,Machine Operator,
16596,"Cutting and Slicing Machine Setters, Operators, and Tenders",Converting Operators,not available,
16597,"Cutting and Slicing Machine Setters, Operators, and Tenders",Die Cutters,Cutter,
16598,"Cutting and Slicing Machine Setters, Operators, and Tenders",Concrete Cutting Operators,Concrete Laborer,
16599,"Cutting and Slicing Machine Setters, Operators, and Tenders",Sawyers,not available,
16600,"Cutting and Slicing Machine Setters, Operators, and Tenders",Sawmill Supervisors,Engineering Supervisor,
16601,"Cutting and Slicing Machine Setters, Operators, and Tenders",Grinder Operators,Grinder,
16602,"Cutting and Slicing Machine Setters, Operators, and Tenders",Material Handlers/Operators,not available,
16603,"Cutting and Slicing Machine Setters, Operators, and Tenders",Bulk Material Handlers,Material Handler,
16604,"Cutting and Slicing Machine Setters, Operators, and Tenders",Tree Trimmers,Tree Trimmer,
16605,"Cutting and Slicing Machine Setters, Operators, and Tenders",Bookers,not available,
16606,"Cutting and Slicing Machine Setters, Operators, and Tenders",Slitter Operators,Slitter Operator,
16607,"Cutting and Slicing Machine Setters, Operators, and Tenders",Scale Operators,Scale Operator,
16608,"Cutting and Slicing Machine Setters, Operators, and Tenders",Meat Cutters,Meat Cutter,
16609,"Cutting and Slicing Machine Setters, Operators, and Tenders",Stitcher Operators,not available,
16610,"Cutting and Slicing Machine Setters, Operators, and Tenders",Forklift Operators,Forklift Operator,
16611,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Extruder Operators,Extrusion Operator,
16612,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Baler Operators,not available,
16613,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Line Crews,Crew Member,
16614,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Store Operators,not available,
16615,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Coater Operators,not available,
16616,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Light Equipment Operators,Equipment Operator,
16617,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Balers,not available,
16618,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Building Operators,Building Operator,
16619,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Manual Machine Operators,Machine Operator,
16620,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Area Operations Managers,Area Manager,
16621,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Crew Members - Cook,Cook,
16622,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Threat Analysts,not available,
16623,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Lead Operators,Lead Operator,
16624,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Mill Operators,Mill Operator,
16625,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",CPC Coders,Coding Specialist,
16626,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Bundled Payment Managers,not available,
16627,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Light Technicians,Sound And Lighting Technician,
16628,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Data Operators,not available,
16629,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Box Office Managers,Ticket Sales Representative,
16630,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Synthetic Chemists,Chemist,
16631,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Mobile Equipment Operators,Equipment Operator,
16632,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Press Leads,Lead Hand,
16633,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",CCTV Operators,Surveillance Operator,
16634,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Control Operators,Control Room Operator,
16635,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Equipment Operators,Equipment Operator,
16636,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Tunnel Engineers,not available,
16637,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Furnace Operators,Furnace Operator,
16638,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Burners,not available,
16639,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Oven Operators,Security Operations Center Operator,
16640,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Kettle Coordinators,not available,
16641,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Pit Operators,Security Operations Center Operator,
16642,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Soap Makers,not available,
16643,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",AutoCAD Operators,Cad Technician,
